Iconografia;Tema
richiesta di Giacomo e Giovanni, figli di Zebedeo (Mc. 10, 35-37);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo rimprovera Giacomo e Giovanni, figli di Zebedeo (Mt. 20, 22-28; Mc. 10, 38-45)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i discepoli di Cristo contravvengono alle leggi ebraiche;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"i discepoli colgono spighe di grano il Sabato e le mangiano (Mt. 12, 1-8; Mc. 1, 23-28; Lc. 6, 1-5)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
discussione con i Farisei a seguito della raccolta del grano;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"discepoli di Cristo non praticano spesso il digiuno (Mt. 9, 14-15; Mc. 2, 18-20; Lc. 5, 33-35)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'possono gli ospiti dello sposo piangere finché lo sposo è con loro?' ~ i discepoli di Cristo contravvengono alle leggi ebraiche;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"l'obolo della vedova: Cristo invita i discepoli a osservare una donna che versa poche monete nel tesoro del tempio (Mc. 12, 41-44; Lc. 21, 1-4)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo parla a Nicodemo nella notte (Gv. 3, 1-21);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo espone la sua dottrina a donne e bambini;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
la donna di Samaria (Gv. 4, 4-42);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo riposa presso il pozzo di Giacobbe, dopo aver mandato i suoi discepoli a Sicar;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo e la Samaritana: seduto presso il pozzo di Giacobbe Cristo le chiede di bere dalla sua brocca;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i discepoli d Cristo tornano da Sicar;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
la popolazione di Sicar, avvertita dalla Samaritana, si raduna intorno al pozzo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo si rifiuta di mangiare la carne;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo predica a Sicar;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i Farisei conducono davanti a Cristo una donna accusata di adulterio (Gv. 8, 2-11);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo indica o scrive sul terreno;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i Farisei si allontanano alle parole di Cristo: 'Chi è senza peccato scagli la prima pietra' ~ donna adultera;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
la donna adultera sola con Cristo, che la ammonisce;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo in casa di Marta e Maria (Lc. 10, 38-42);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Marta serve o prepara da mangiare in cucina; Maria siede ai piedi di Cristo e lo ascolta";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Marta si lamenta con Cristo del comportamento di Maria;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo risponde a Marta, che si lamenta del comportamento di Maria: 'Maria ha scelto la parte migliore ...';Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo benedice i fanciulli condotti dalle loro mamme, in genere qualche discepolo osserva con disapprovazione Mt. 19, 13-15; Mc. 10, 13-16; Lc. 18, 15-17)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo espone la sua dottrina ai parenti;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo è cercato dalla madre e dai fratelli (Mt. 12, 46-50; Mc. 3, 31-35; Lc. 8, 19-21)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo risponde: 'Chi sono mia madre e i miei fratelli?';Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i fratelli di Cristo lo esortano ad andare in Giudea per la Festa dei Tabernacoli (Gv. 7);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo si reca in segreto alla Festa dei Tabernacoli;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
a metà della Festa dei Tabernacoli Cristo insegna nel tempio;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo espone la sua dottrina a persone che si mostrano incredule e a coloro che esitano o si rifiutano di seguirlo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo esorta tre uomini a seguirlo (Mt. 8, 19-22; Lc. 9, 57-62)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'le volpi hanno le loro tane ...';Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Lascia che i morti seppelliscano i loro morti ...';Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Nessuno che ... si volti indietro è adatto al regno di Dio';Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo esorta un giovane ricco (un tale di nobile famiglia), inginocchiato ai suoi piedi, a cercare la perfezione (Mt. 19, 16-22; Mc. 10, 17-22; Lc. 18, 18-23)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
il ricco giovane che si era recato a vedere Cristo si allontana turbato;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo si rivolge ai suoi discepoli: 'è più facile per un cammello passare attraverso la cruna di un ago ...' (Mt. 19, 24; Mc. 10, 25; Lc. 18, 25)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"tentativi di lapidare Cristo (Gv. 8, 59; 10, 31-33)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"la predica di Cristo a Nazaret è respinta: 'un profeta non è disprezzato se non nella sua patria...' (Mt. 13, 54-57; Mc. 6, 1-4; Lc. 4, 22-24; Gv. 4, 44)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo, scacciato da Nazaret, riesce ad attraversare incolume la folla;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i Samaritani non accolgono Cristo in viaggio per Gerusalemme (Lc. 9, 52-56);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
incredulità rispetto alle guarigioni e alla remissione di peccati;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Farisei e Sadducei osteggiano Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Farisei e Sadducei sfidano Cristo a mostrare loro un segno dal cielo (Mt. 12, 38-3; 16, 1-4; Mc. 8, 11-12; Lc. 11, 16; 29)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Farisei e sommi sacerdoti cospirano contro Cristo alla Festa dei Tabernacoli (Gv. 7, 32; 45-53)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Nicodemo e i sacerdoti discutono di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'... nessun profeta è sorto dalla Galilea' ~ Farisei e Sadducei osteggiano Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo (nel tempio) disputa con i Farisei sul tributo a Cesare (Mt. 22, 15-22; Mc. 12, 13-17; Lc. 20, 20-26)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"molti discepoli si allontanano da Cristo; ne restano dodici (Gv. 6, 66-71)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo espone la sua dottrina ai discepoli di Giovanni Battista;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"due discepoli di Giovanni Battista vengono mandati da Cristo (Mt. 11, 2-6; Lc. 7, 18-23)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'Vi dico che Elia è già venuto' ~ Cristo espone la sua dottrina ai discepoli di Giovanni Battista (Mt. 17, 12; Mc. 9, 13)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo e i pasti;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"cena in casa di Levi (Matteo) (Mt. 9, 10-13; Mc. 2, 15-17; Lc. 5, 29-32)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
cena in casa di Simone il Fariseo (Lc. 7, 36-50);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
una donna lava i piedi di Cristo con le lacrime e li asciuga con i capelli;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
cena in casa di Zaccheo, capo dei pubblicani (Lc. 19,1-10);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
vocazione di Zaccheo, seduto su un sicomoro (Cristo attraversa Gerico);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
cena di sabato in casa del Fariseo (Lc. 14, 1-24);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"cena in casa del Fariseo; Cristo e i suoi discepoli non si sottopongono alle abluzioni rituali (Lc. 11, 37-41)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Quest'uomo riceve i peccatori e mangia con loro' ~ Cristo e i pasti (Lc. 15, 2;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
discorso di Cristo sulla montagna (Mt. 5-7);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo predica o insegna (in generale);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo predica o insegna da una barca;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo predica nel tempio;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo predica in una casa;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo predica all'aperto;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
rappresentazioni dei contenuti della dottrina e delle parole di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
dottrina di Cristo ~ digiuno;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'quando digiunate, ... la gente non veda che digiunate' (Mt. 6, 16-18);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
dottrina di Cristo ~ ricchezze;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"non accumulatevi tesori sulla terra ~ dottrina di Cristo sulle ricchezze (Mt. 6, 19; Lc. 12, 21)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'non potete servire a Dio e a mammona' ~ dottrina di Cristo sulle ricchezze (Mt. 6, 24; Lc. 16, 13)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
la gente adora Mammona;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo, quando gli viene richiesto di dividere un'eredità: '... guardatevi da ogni cupidigia ...' (Lc. 12, 15);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'vendete le vostre ricchezze e datele in elemosina' ~ dottrina di Cristo sulle ricchezze (Lc. 12, 33);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'... perché la tua elemosina resti segreta' ~ dottrina di Cristo sulle ricchezze (Mt. 6, 4);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
dottrina di Cristo ~ adulterio;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'chiunque guarda una donna per desiderarla ...' ~ dottrina di Cristo sull'adulterio (Mt. 5, 28);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'chiunque ripudia sua moglie ... la espone all'adulterio' ~ dottrina di Cristo sull'adulterio (Mt. 5, 32; 19, 9; Mc. 10, 11; Lc. 16, 18)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'chiunque sposi una donna ripudiata commette adulterio' ~ dottrina di Cristo sull'adulterio;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Fu detto: ""Chiunque ripudia sua moglie le dia l’atto di ripudio"" (Mt. 5:31)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'dal cuore, infatti, provengono i prpopsiti malvagi... adulteri...' (Mt. 15, 19; Mc. 7, 21) ~ dottrina di Cristo sull'adulterio";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
dottrina di Cristo ~ sollecitudine e prudenza;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'non datevi pensiero per la vostra vita' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 6, 25; Lc. 12, 22)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'guardate gli uccelli dell'aria' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 6, 26);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'osservate i gigli del campo' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 6, 28; Lc. 12, 27)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'guardate i corvi' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Lc. 12, 24);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'l'erba del campo ... oggi c'è e domani verrà gettata nel forno' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 6, 30; Lc. 12, 28)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'chiedete, e vi sarà dato' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 7, 7; Lc. 11, 9)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'chi cerca trova ...' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 7, 8; Lc. 11, 10)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'bussate, e vi sarà aperto' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Mt. 7, 7; Lc. 11, 9)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'chi non ha una spada ... ne compri una' ~ dottrina di Cristo sulla sollecitudine e sulla prudenza (Lc. 22, 36);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
dottrina di Cristo ~ amore, rettitudine e buon sistema di vita;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'non giudicate, per non essere giudicati' ~ dottrina di Cristo sull'amore, ecc. (Mt. 7, 1; Lc. 6, 37)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"la pagliuzza e la trave nell'occhio ~ dottrina di Cristo sull'amore, ecc. (Mt. 7, 4; Lc. 6, 42)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'non date le cose sante ai cani; e non gettate le vostre perle davanti ai porci' ~ dottrina di Cristo sull'amore, ecc. (Mt. 7, 6)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"pietre date al posto del pane; e serpi al posto dei pesci ~ dottrina di Cristo sull'amore, ecc. (Mt. 7, 9-10; Lc. 11, 11-12)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"larga è la porta e spaziosa è la via che conduce alla perdizione; stretta è la porta e angusta la via che conduce alla vita ~ dottrina di Cristo sull'amore, ecc. (Mt. 7, 13-14; Lc. 13, 24)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
la via stretta ~ dottrina di Cristo sull'amore, ecc.;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
la via larga ~ dottrina di Cristo sull'amore, ecc.;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"la casa costruita sulla roccia; la casa costruita sulla sabbia ~ dottrina di Cristo sull'amore, ecc. (Mt. 7, 24-27; Lc. 6, 47-49)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
lo spirito immondo, a cui si aggiungono sette spiriti peggiori ~ dottrina di Cristo sull'amore, ecc. (Mt. 12, 43-45);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Se mi amate, osservate i miei comandamenti' ~ dottrina di Cristo sull'amore, ecc. (Gv. 14, 15);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Siate misericordiosi ...' ~ dottrina di Cristo sull'amore, ecc. (Lc. 6, 36);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
il più grande comandamento della legge ~ dottrina di Cristo sull'amore, ecc. (Mt. 22, 34-40);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
~ dottrina di Cristo sull'amore, ecc.;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Amerai il Signore Dio tuo ...' ~ dottrina di Cristo sull'amore, ecc.;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
dottrina di Cristo ~ regno dei Cieli;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"cercate il regno dei Cieli ~ dottrina di Cristo (Mt. 6, 33; Lc. 12, 31)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'vegliate dunque, poiché non sapete in che giorno verrà il vostro Signore' ~ dottrina di Cristo (Mt. 24, 42-44; 25, 13; Lc. 12, 40)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'siate pronti, con la cintura ai fianchi e le lucerne accese' ~ dottrina di Cristo (Lc. 12, 35);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"i tesori del Cielo; i ladri non vi arrivano né la tignola li consuma ~ dottrina di Cristo (Mt. 6, 20; Lc. 12, 33)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'nella casa di mio padre ci sono molte stanze' ~ dottrina di Cristo sul regno dei Cieli (Gv. 14, 2);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'molti sono chiamati, ma pochi eletti' ~ dottrina di Cristo sul regno dei Cieli (Mt. 22, 14);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Alla Resurrezione infatti... si è come angeli' ~ dottrina di Cristo sul regno dei Cieli (Mt. 22, 30);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
parole di Cristo ~ alla sua persona o allo scopo della sua venuta sulla terra (I parte);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"'Io sono la luce del mondo' ~ parole di Cristo (Gv. 8, 12; 9, 5)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Io sono il pane della vita' ~ parole di Cristo (Gv. 6, 35-48);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Io sono la vera vite' ~ parole di Cristo (Gv. 15, 1);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Io sono la via, la verità e la vita' ~ parole di Cristo (Gv. 14, 6);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Sono venuto a portare il fuoco sulla terra' ~ parole di Cristo (Lc. 12, 49);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo porta la divisione sulla terra (Mt. 10, 34-36; Lc. 12, 51-53)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo si proclama il vero giudice (Gv. 8, 14-18);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Venite a me, voi che siete affaticati e oppressi' ~ parole di Cristo (Mt. 11, 28);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'... il mio giogo è dolce, e il mio carico leggero' ~ parole di Cristo (Mt. 11, 30);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Chi ha sete ...' ~ parole di Cristo (Gv. 7, 37);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
parole di Cristo ~ alla sua persona o allo scopo della sua venuta sulla terra (II parte);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
il mondo mi odia ~ parole di Cristo (Gv. 7, 7);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo dichiara che attraverso il suo sacrificio il mondo sarà salvato (Gv. 3, 17; 12, 47)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'nessuno può venire a me se non lo attira il Padre' ~ parole di Cristo (Gv. 6, 44);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'la mia carne è cibo..., e il mio sangue è bevanda' ~ parole di Cristo (Gv. 6, 55);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'... nessuno conosce il Figlio se non il Padre...' ~ parole di Cristo (Mt. 11, 27);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"parole di Cristo: discorso sugli ultimi eventi (Mt. 24; Mc. 13; Lc. 21)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
rappresentazioni della dottrina e delle parole di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
sventure e maledizioni di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Cristo maledice le città sul lago di Tiberiade (Corazin, Betsaida, Cafarnao) (Mt. 11, 20-24; Lc. 10, 13-15)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"discorsi contro gli Scribi e i Farisei (Mt. 23; Mc. 12, 38-40; Lc. 11, 42-52; 20, 45-47)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"Difatti, legano de’ pesi gravi e li mettono sulle spalle della gente; ma loro non li voglion muovere neppure col dito (Mt. 23:4)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'guai a voi dottori della legge' ~ maledizioni di Cristo (Lc. 11, 46);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beatitudini e benedizioni di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
le beatitudini nel sermone della montagna;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine a guisa d'emblema' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beatitudini nel sermone della montagna come serie (Mt. 5, 3-12);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati i poveri in spirito;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine prima', 'Povertà di spirito' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati coloro che soffrono;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine terza' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati i miti;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine seconda' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati coloro che hanno fame e sete di giustizia;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine quarta' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati i misericordiosi;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine sesta' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati i puri di cuore;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine quinta' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati gli operatori di pace;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine septima' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
beati i perseguitati a causa della giustizia;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
'Beatitudine ottava' (Ripa);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
altre benedizioni di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo battezza (in Giudea) (Gv. 3, 26);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
gli apostoli di Cristo battezzano (Gv. 4, 1-2);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
Cristo come maestro (parte II): parabole e massime di Cristo;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
parabole e massime di Cristo ~ attività agricole;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"il seminatore ~ parabole di Cristo (Mt. 13, 3-9; Mc. 4, 3-9; Lc. 8, 5-8)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
zizzania seminata in mezzo al grano ~ parabole di Cristo (Mt. 13, 24-30);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
un seminatore semina semi buoni nel suo campo ~ zizzania in mezzo al grano;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
mentre il seminatore e i suoi servi dormono, il suo nemico (il Diavolo) semina zizzania in mezzo al grano;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
al momento del raccolto la zizzania viene legata e bruciata, mentre il grano viene raccolto e messo nel granaio del signore;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"il chicco di senapa diviene un albero su cui gli uccelli fanno il nido (Mt. 13, 31-32; Mc. 4, 31-32; Lc. 13, 18-19)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
il seme cresce segretamente ~ parabole di Cristo (Mc. 4, 26-29);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
gli operai nella vigna ~ parabole di Cristo (Mt. 20, 1-16);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
il padrone manda gli operai nella sua vigna;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"alla fine della giornata il padrone paga tutti gli operai nella stessa misura; quelli che hanno lavorato l'intera giornata protestano";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
un uomo chiede ai suoi due figli di lavorare alla sua vigna ~ parabole di Cristo (Mt. 21, 28-30);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"i vignaioli omicidi ~ parabole di Cristo (Mt. 21, 33-41; Mc. 12, 1-9; Lc. 20, 9-16)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
i vignaioli uccidono i servi del padrone, che erano stati mandati a ritirare il raccolto;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
alla fine il padrone manda suo figlio, '... lo cacciarono dalla vigna, e lo uccisero';Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
parabole e massime di Cristo ~ piante e frutti buoni e cattivi;Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
il fico nella vigna, che non produce frutti ~ parabole di Cristo (Lc. 13, 6-9);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
"l'albero buono produce buoni frutti; l'albero cattivo produce frutti cattivi ~ parabole di Cristo (Mt. 7, 17-18; 12, 33; Lc. 6, 43)";Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
l'albero che non dà frutti è gettato nel fuoco ~ parabole di Cristo (Mt. 7, 19);Bibbia_storie_dal_Vecchio_e_dal_Nuovo_Testamento)
